Series Name,Series Code,Level,Level2,Country Name,Country Code,YR1999 [YR1999],YR2000 [YR2000],YR2001 [YR2001],YR2002 [YR2002],YR2003 [YR2003],YR2004 [YR2004],YR2005 [YR2005],YR2006 [YR2006],YR2007 [YR2007],YR2008 [YR2008],YR2009 [YR2009],YR2010 [YR2010],YR2011 [YR2011],YR2012 [YR2012],YR2013 [YR2013],YR2014 [YR2014],YR2015 [YR2015],YR2016 [YR2016],YR2017 [YR2017],YR2018 [YR2018],YR2019 [YR2019]
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC 4 de Octubre (102438),102438,..,..,..,..,..,..,1199,1557,3423,1989,2148,2885,3089,3366,3218,3660,3428,3485,4238,4991,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC 9 DE OCTUBRE LTDA. (115839),115839,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1488,1594,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Acción Rural (100570),100570,..,..,..,2624,3274,3295,3200,3437,3993,4712,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Alianza Minas (178529),178529,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3224,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Ambato (102462),102462,..,..,..,..,..,..,..,3682,6029,6444,7013,8967,10207,12686,13984,14466,13651,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Artesanos (101737),101737,..,..,..,..,..,..,1189,1209,3238,3452,3240,2896,4249,5433,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Atuntaqui (115223),115223,..,..,..,..,..,..,..,..,..,..,9516,10055,11540,17021,17869,19144,19523,21420,22496,22350,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Chibuleo (143222),143222,..,..,..,..,..,..,..,..,..,..,7782,6807,9160,11505,14876,15816,15719,14624,17501,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Chone (101638),101638,..,..,..,..,..,..,2083,3631,4813,3761,4438,5102,5973,6306,7597,7417,8058,8976,9999,12003,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,"COAC Construcción, Comercio y Producción (172802)",172802,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10008,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Esperanza y Progreso del Valle (102202),102202,..,..,..,..,..,..,..,..,400,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Fernando Daquilema (102437),102437,..,..,..,..,..,..,476,768,1317,2205,3321,4636,6510,8212,9185,11834,14969,16462,20649,25732,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Fondvida (101799),101799,..,..,..,..,..,..,1283,1730,1634,1760,2010,2539,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Guaranda (115840),115840,..,..,..,..,..,..,..,..,..,..,3181,3848,4871,4923,5367,6035,6489,6750,6915,7099,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Huaycopungo (101738),101738,..,..,..,..,..,..,418,373,537,592,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Jardín Azuayo (100389),100389,..,3574,5677,9012,13115,17775,18906,21320,25491,30251,38657,44879,50759,56275,62993,70111,76751,80540,86558,96502,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC JEP (101621),101621,..,..,..,..,..,..,17104,19417,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Kullki Wasi (101640),101640,..,..,..,..,..,..,1653,4094,5692,7142,8765,9581,8655,9347,10054,11259,13111,14914,14296,14798,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC La Benéfica (102350),102350,..,..,..,..,..,..,..,1974,2185,2708,2981,3236,6129,7184,5959,5359,5048,4928,5707,6216,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC La Merced (100432),100432,..,350,542,468,789,1098,1594,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Lucha Campesina (168987),168987,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3544,4545,4806,5131,4855,5540,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Luz del Valle (101639),101639,..,..,..,..,..,..,2965,4505,5492,6364,6062,6511,7203,8087,8693,8748,8839,8744,9155,9404,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Mego (102259),102259,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Minga (104112),104112,..,..,..,..,..,..,..,..,952,1293,1617,2081,2562,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Mushuc Runa (100730),100730,..,950,1897,3139,6232,12300,16079,23362,30674,33128,32225,36327,40408,41796,42521,41676,41066,38679,36321,38001,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Nueva Huancavilca (143223),143223,..,..,..,..,..,..,..,..,..,..,875,1238,1410,2058,2401,2484,2344,2841,3166,3624,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Oscus (102260),102260,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26675,27092,26260,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Pablo Muñoz Vega (115853),115853,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11216,13414,14595,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Padre Julian Lorente (172803),172803,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4962,6642,6995,6651,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Padre Vicente (104191),104191,..,..,..,..,..,..,..,..,499,861,705,704,711,772,812,827,746,667,662,681,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Pallatanga (104113),104113,..,..,..,..,..,..,..,..,697,924,1085,1259,1874,2162,2096,1897,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC POLICIA NACIONAL (176643),176643,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46879,69974,50407,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Riobamba (115856),115856,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28561,29390,28260,24412,24907,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Sac Aiet (100530),100530,717,925,1301,2739,4288,4727,5469,5802,5491,3347,3374,4630,6284,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC San Antonio (102182),102182,..,..,..,..,..,..,..,735,706,736,872,1288,2068,2783,3171,3672,3622,3320,3514,3693,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC San Gabriel (102272),102272,..,..,..,..,..,..,..,1274,1331,1798,1890,1959,2629,3261,3750,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC San José (100596),100596,..,3283,3740,5368,6000,6398,6372,6657,6357,7663,8742,10366,10700,11585,13375,14944,16086,16409,16903,17682,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC San Juan de Cotogchoa (178530),178530,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3224,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Santa Ana (102196),102196,..,..,..,..,..,..,..,1128,1997,1161,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Santa Anita (101739),101739,..,..,..,..,..,..,760,1096,1237,1569,1666,2649,3217,2986,3445,3861,3691,3778,3598,3587,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Textil 14 de Marzo (178531),178531,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Tulcan (115855),115855,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13278,14378,17774,17774,20002,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Unión Popular (101736),101736,..,..,..,..,..,..,..,694,693,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC Virgen del Cisne (147887),147887,..,..,..,..,..,..,..,..,..,..,1470,1785,2528,3961,4472,5206,5676,6360,7689,8989,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COCA (170146),170146,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,Coop. Maquita Cushunchic Ltda (100548),100548,..,..,5785,6603,1220,1989,2645,3529,4981,5075,4918,6407,7013,7114,7187,7681,7895,7345,6975,7126,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COOPROGRESO (101440),101440,..,..,..,..,..,..,14539,16648,16881,18181,23374,27380,29330,37430,40327,46252,50131,45569,41855,47345,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,ECLOF - ECU (100576),100576,..,214,682,860,431,..,462,514,947,876,820,774,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,FACES (101630),101630,..,..,..,..,..,..,..,2516,2668,2963,3952,5369,7633,9621,10570,11851,14480,14175,16598,18115,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,FED (100246),100246,..,..,9318,14103,10044,10892,10335,14489,15238,14394,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,FINCA - ECU (100482),100482,..,..,..,..,26898,42676,43140,51195,58584,57541,53392,51488,52722,52780,41571,25188,14952,14296,14845,15653,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,Fundación Alternativa (100774),100774,..,..,173,966,1008,588,1284,1692,2862,3393,3313,5074,6596,7137,9114,10960,13270,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,Fundación Espoir (100214),100214,..,..,..,5911,9464,10884,13886,15329,20674,34993,43361,53146,71582,73984,57725,51586,45141,42702,45182,47773,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,FUNDAMIC (100892),100892,..,..,..,..,..,870,1159,1847,2029,3292,2854,1997,2437,2610,3129,2885,2303,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,INSOTEC (100465),100465,..,718,636,928,942,1132,1586,2256,3184,5111,6147,7950,9749,12575,14327,15595,15198,14784,15207,17129,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,Pichincha Microfinanzas (100565),100565,..,2611,9087,16438,24040,34507,50142,66379,79067,85682,81912,93390,118477,142643,336841,484346,445712,253305,262129,264060,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,ProCredit - ECU (100584),100584,..,..,1089,5211,10968,19585,29531,36037,49864,66410,54833,43509,40264,40420,37900,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,SAC PELILEO (178017),178017,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,UCADE Ambato (101093),101093,..,..,..,4867,4453,4060,4751,4460,4851,5321,5183,5726,8915,6661,6566,5960,5811,6166,6141,6191,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,UCADE Guaranda (101091),101091,..,..,..,1424,1806,1367,1782,2571,2332,2844,2538,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,UCADE Latacunga (101090),101090,..,..,..,2918,2981,2804,2905,3128,3625,3560,3420,3705,3928,4130,4080,3953,3361,3222,2913,2461,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,UCADE Santo Domingo (101094),101094,..,..,..,3540,3538,2944,3021,2339,2478,3040,3539,4511,4517,4226,3585,3613,3695,3632,3622,3400,..
Number of active borrowers,FA.MIX.ACBR,El Salvador,,AMC de R.L. (100222),100222,..,..,..,5022,6195,7958,8783,10367,13515,13570,13773,13811,13966,13995,12086,10746,12138,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,El Salvador,,Apoyo Integral (100749),100749,..,..,14616,16939,17509,18559,20989,22868,26577,30321,29477,45256,35961,30844,27131,21382,18798,18042,18095,18855,..
Number of active borrowers,FA.MIX.ACBR,El Salvador,,ASEI (100769),100769,2500,3157,4688,6753,5903,5225,4906,6220,6167,5981,5880,6111,6683,9918,10996,11080,12929,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,El Salvador,,Asociacion El Balsamo (101546),101546,..,..,..,..,..,..,..,..,847,1189,1283,1253,1538,1183,1035,938,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,El Salvador,,BANCOFIT (100519),100519,..,..,..,..,2840,2688,2751,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,El Salvador,,BANCOVI (100761),100761,..,..,..,..,4708,5854,7412,5996,8890,8723,7579,8661,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,El Salvador,,Caja Olocuilta (100693),100693,..,..,..,..,..,..,1518,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,El Salvador,,CCAMETRO (100486),100486,..,..,..,..,8990,9138,9506,..,11848,11570,10853,10632,9114,8182,7320,6893,6427,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,El Salvador,,Credicampo (100310),100310,..,..,..,..,2801,2715,2962,2912,4490,5716,6091,6948,8326,9854,12382,14530,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,El Salvador,,ENLACE (100502),100502,..,..,10457,9385,9722,12495,14446,16772,22483,23443,23771,30157,35185,38861,44113,45081,43600,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,El Salvador,,FADEMYPE (101554),101554,..,..,..,..,..,1195,1264,1267,1283,1540,1475,1590,1217,1178,1175,1534,1436,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,El Salvador,,FINCA - SLV (102099),102099,..,..,..,..,..,..,8612,7698,13750,11559,8357,4330,5557,..,..,9897,8428,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,El Salvador,,Fomenta (169020),169020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1308,1424,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,El Salvador,,FUNSALDE (100373),100373,..,..,..,..,..,1585,1879,2612,3162,3024,2782,2595,1964,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,El Salvador,,Genesiss (100800),100800,..,..,..,..,1647,1371,955,705,480,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,El Salvador,,Mentors - SLV (102499),102499,..,..,..,..,..,..,..,1208,2139,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,El Salvador,,MICREDITO El Salvador (101608),101608,..,..,..,..,..,..,..,123,277,1022,1031,1070,1066,1072,1116,1087,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,El Salvador,,Optima (169021),169021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2674,3276,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,El Salvador,,PADECOMSMCREDITO (101612),101612,..,..,..,..,..,1014,945,1517,2151,2472,2552,3263,4176,5346,5813,6463,6731,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,El Salvador,,ProCredit - SLV (100428),100428,..,..,..,..,..,59651,66617,62907,70666,80644,69287,23701,23503,..,16620,10710,9520,9242,..,..,..
Number of active borrowers,FA.MIX.ACBR,Grenada,,Caribbean Microfinance - GRD (100198),100198,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Grenada,,GPSCU (115879),115879,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,ADEL-IXCAN (169017),169017,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2638,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,ADICLA (105702),105702,..,..,..,..,..,..,..,..,..,2357,2680,3364,4178,..,..,..,4497,6611,..,..,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,AGUDESA (100184),100184,..,..,..,..,3425,3448,3273,4772,5422,4732,4668,4291,4301,4873,4956,4950,6414,..,16073,15605,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,ASDIR-CREDIGUATE (100364),100364,..,..,..,..,234,509,822,1288,1720,2694,4130,5995,7299,10731,13535,12793,11254,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,Asociación Raíz (100318),100318,..,..,..,..,..,13624,14970,18683,24231,29959,..,18624,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,Asociación SHARE (101614),101614,..,..,..,..,..,..,..,..,..,2221,3786,6511,8028,10580,13998,18738,21821,..,31224,33600,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,AYNLA (100238),100238,..,..,..,..,..,5434,9677,10440,10903,11440,11228,8950,7500,7336,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,BanCafé MIPYME (101071),101071,..,..,..,..,..,..,20746,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,CARE - GTM (113960),113960,..,..,..,..,..,..,..,..,..,..,5557,6419,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,Compartamos - GTM (150386),150386,..,..,..,..,..,..,..,..,..,..,..,..,14451,45949,67882,62166,75487,83786,92589,101479,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,COOPEDEL R.L (170442),170442,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,188,153,..,189,274,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,CRYSOL (100137),100137,..,..,..,..,5043,6163,8689,10909,13128,14146,12079,13015,11133,8509,7625,6912,6145,..,4660,4956,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,FAFIDESS (100356),100356,..,..,..,..,7473,8439,8108,10117,12701,13666,14166,14491,17080,19896,29391,29233,28919,..,30642,31784,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,FAPE (100651),100651,..,..,..,..,1902,2465,2284,3157,2881,2740,2800,3351,3379,3474,3712,3710,3309,..,3340,3228,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,FIACG (101486),101486,..,..,..,..,..,..,..,5389,5577,5999,7033,8802,9394,9302,9122,10371,10128,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,FINCA - GTM (100738),100738,..,..,..,..,4263,..,14129,19737,41100,44759,22205,28320,40995,..,..,..,29973,30166,32177,32609,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,FONDESOL (101782),101782,..,..,..,..,..,..,3897,7845,11495,21948,27419,34721,46052,71380,..,..,31158,25697,..,..,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,Friendship Bridge (100367),100367,..,852,1675,2799,3715,4625,7200,8268,17181,..,..,13347,14331,15730,19969,21656,21960,..,21055,22105,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,Fundación MICROS (100484),100484,..,..,..,..,251,479,2215,3172,3502,2854,2652,2557,2459,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,Fundación Progresar - Guatemala (170443),170443,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,700,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,FUNDEA (100672),100672,..,..,..,..,..,9013,8180,12219,13750,13248,15580,17977,24315,33058,30213,23897,23046,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,FUNDEMIX (101561),101561,..,..,..,..,..,..,..,..,..,385,379,360,360,351,372,391,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,FUNDESPE (100398),100398,..,..,..,..,..,..,3188,3257,3122,2875,2159,1603,1077,871,977,931,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,Génesis Empresarial (100655),100655,24896,25217,31096,35452,32939,42492,55184,66144,77941,82719,92322,129744,157465,169494,145831,..,89370,97147,110277,..,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,Mentors - GTM (102514),102514,..,..,..,..,..,..,..,561,1583,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,MUDE (100801),100801,..,1451,2745,2954,..,..,..,..,4387,4485,4599,5640,6924,6550,6823,6149,5757,..,5383,..,..
Number of active borrowers,FA.MIX.ACBR,Guatemala,,REFICOM RL (100293),100293,..,..,..,..,..,1434,1452,1803,1927,2220,2228,1596,1452,1668,2419,1871,2322,..,2859,2877,..
Number of active borrowers,FA.MIX.ACBR,Haiti,,ACME (100099),100099,..,..,2501,4283,4600,6435,7281,11216,20112,24038,26522,21906,30333,33144,..,36288,33894,30530,36190,35381,..
Number of active borrowers,FA.MIX.ACBR,Haiti,,FINCA - HTI (100165),100165,..,..,..,..,6311,7781,13719,6315,14094,18397,12396,8122,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Haiti,,Fondespoir (100167),100167,..,..,..,..,2867,3193,3303,3938,4921,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Haiti,,Fonkoze (100472),100472,..,4794,8416,10000,24990,5297,10265,16291,20916,21225,13527,15866,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Haiti,,"Fonkoze Financial Services, S.A. (SFF) (101072)",101072,..,..,..,..,..,..,18211,27281,31609,32979,32409,35332,51330,..,64780,59481,61399,64457,70421,63590,..
Number of active borrowers,FA.MIX.ACBR,Haiti,,MCN (100185),100185,..,..,..,..,..,4316,7278,9438,12045,9039,11203,7784,13523,18301,20999,28046,28879,35157,38721,35004,..
Number of active borrowers,FA.MIX.ACBR,Haiti,,Palmis Mikwofinans Sosyal (104021),104021,..,..,..,..,..,..,..,..,..,..,..,4590,7569,7217,7828,7573,8494,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Haiti,,SOGESOL (100177),100177,..,..,2200,6049,7534,8208,6896,10164,11946,12588,13785,11440,21642,27304,29847,38280,34241,33979,36194,34160,..
Number of active borrowers,FA.MIX.ACBR,Guyana,,IPED Guyana (144171),144171,..,..,..,..,..,..,..,..,..,..,..,4153,3931,3901,..,4235,3476,3554,3602,3448,..
Number of active borrowers,FA.MIX.ACBR,Honduras,,ADEPES (101537),101537,..,..,..,..,..,..,..,..,..,..,..,1482,1513,1631,1700,1804,2000,..,2191,2595,..
Number of active borrowers,FA.MIX.ACBR,Honduras,,ADICH (100520),100520,..,..,..,..,..,..,2076,2618,3164,3929,1118,4288,4292,1550,3526,3987,4420,..,3495,..,..
Number of active borrowers,FA.MIX.ACBR,Honduras,,ADRA Honduras (102100),102100,..,..,..,..,..,..,..,..,..,..,..,3071,3160,3005,2321,2475,2499,..,3641,2133,..
Number of active borrowers,FA.MIX.ACBR,Honduras,,AHSETFIN (115894),115894,..,..,..,..,..,..,..,..,..,..,948,1952,2569,3308,3639,4451,5703,..,8601,8924,..
Number of active borrowers,FA.MIX.ACBR,Honduras,,AMC Honduras (170668),170668,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4829,6210,..,5826,4475,..
Number of active borrowers,FA.MIX.ACBR,Honduras,,Banco Popular (100333),100333,8086,9907,12987,13227,..,14407,15410,16989,23844,17197,15760,14553,16659,19575,19048,18832,21802,32546,51707,61520,..
